Messdatengenerator 1.55
messung.art;Polysomnographiemessung
messung.beginnMessung;2025-04-21T12:23
messung.endeMessung;2025-04-21T21:00
messung.PateintenID;2025000001
messung.wertSpO2;1
messung.wertPuls;2
messung.wertNasalFlow;3
messung.wertThoraxBewegung;4
messung.wertC4A1;5
messung.wertO2A1;6
messung.werte
96;91;1.437;10;3;4
97;71;1.136;6;9;8
100;84;0.605;10;5;9
100;52;1.250;10;7;6
98;68;1.461;8;9;7
98;96;0.785;16;5;9
100;54;1.480;11;3;5
99;70;0.578;10;11;3
96;84;0.555;11;8;7
100;85;1.424;6;10;8
100;85;0.979;6;12;7
100;75;1.141;14;7;6
96;64;0.722;14;12;7
100;63;1.280;8;4;5
97;59;1.122;13;5;6
100;70;0.689;16;11;9
100;75;0.778;16;5;5
100;51;0.813;8;7;8
100;63;1.319;12;3;9
96;52;1.063;6;12;4
96;99;0.960;11;5;3
100;67;0.787;16;3;3
100;96;1.210;7;10;3
96;66;1.379;12;3;5
98;96;0.899;13;3;7
100;89;0.872;8;5;3
100;86;0.708;13;11;3
99;92;0.877;7;7;4
100;70;0.727;15;5;8
96;86;1.119;11;4;5
100;93;1.182;10;6;5
100;98;0.923;9;3;3
96;53;1.360;7;6;3
100;55;0.911;12;8;7
100;92;0.919;16;3;7
97;94;0.873;14;9;7
99;70;1.250;7;7;7
98;57;1.231;7;4;9
97;61;1.283;7;11;4
100;67;0.773;10;6;9
99;95;1.122;12;3;4
96;82;1.357;10;12;8
100;62;1.240;16;9;5
99;82;1.124;6;10;3
100;74;1.498;14;11;6
100;86;1.313;14;5;6
100;60;1.139;14;7;7
100;52;1.184;11;6;4
100;58;1.041;7;3;9
97;84;0.696;15;11;7
96;99;0.931;10;6;5
100;79;0.519;7;6;9
100;96;0.990;15;4;8
98;85;0.704;13;4;8
100;75;1.218;6;8;3
100;79;0.791;13;5;9
96;80;1.248;15;4;6
97;58;1.482;6;9;6
98;60;0.806;9;5;4
96;69;0.994;14;3;3
100;81;0.870;12;5;7
100;54;1.122;14;3;3
98;50;0.663;15;4;5
98;79;0.616;10;6;3
99;67;1.034;8;5;5
98;63;0.915;15;7;5
100;64;1.445;8;11;4
100;63;1.450;13;4;9
100;80;0.727;10;12;8
97;64;0.712;10;10;9
97;62;1.006;16;11;8
100;52;1.023;10;7;9
100;54;0.735;12;11;7
96;78;1.480;14;12;5
100;87;0.538;16;4;8
98;54;0.867;16;12;4
100;68;0.673;6;6;7
100;93;1.407;16;7;4
97;77;1.267;10;11;3
100;60;1.111;11;10;9
96;99;1.127;13;4;7
100;81;1.155;15;6;4
100;64;0.853;14;8;7
97;80;1.105;15;10;4
100;69;1.173;9;12;7
97;64;1.104;7;12;3
98;70;0.918;12;9;5
100;78;1.056;8;7;4
100;85;0.816;10;7;9
96;60;0.688;14;5;8
100;65;1.338;15;5;6
100;96;0.900;16;6;6
97;61;1.131;11;7;3
100;78;1.166;8;12;3
100;69;1.241;16;3;4
99;71;0.879;11;3;3
97;85;1.143;12;9;5
96;68;1.436;11;11;5
100;75;0.845;14;4;4
97;99;0.548;12;12;7
100;94;0.728;15;3;3
100;60;0.728;6;10;9
100;96;0.556;6;11;3
100;62;1.176;16;9;8
99;70;1.081;12;10;8
100;74;1.277;15;6;3
100;77;0.992;6;9;8
100;77;0.784;12;12;6
100;85;0.515;10;4;9
100;64;1.329;10;10;7
100;67;0.830;8;6;4
100;88;1.269;11;4;5
96;67;0.648;15;11;3
100;97;1.075;10;5;8
100;91;0.649;14;6;5
100;76;1.352;15;10;8
100;51;1.256;7;7;6
100;87;1.353;14;4;4
98;72;1.166;14;3;7
100;81;1.314;12;4;4
98;72;1.315;7;9;7
96;79;1.229;16;4;8
97;95;0.546;11;6;6
100;89;0.758;15;3;8
96;83;1.036;7;4;7
100;53;0.794;6;12;5
96;51;0.668;12;5;8
100;83;0.842;12;3;5
100;94;0.920;12;10;6
98;61;0.777;13;11;8
100;80;0.528;16;8;4
98;61;0.732;14;6;8
100;61;1.108;9;7;5
97;54;0.830;16;6;8
98;79;1.187;12;12;8
100;54;1.241;8;3;7
96;61;0.587;9;5;8
100;96;0.567;6;3;3
100;87;0.917;12;11;8
100;60;0.862;15;7;9
96;67;1.004;10;10;8
100;98;0.719;7;3;5
100;73;1.451;16;9;5
96;60;0.689;15;3;7
100;63;1.152;16;3;8
100;58;0.998;7;10;9
100;92;0.521;15;10;3
100;90;0.933;6;8;9
100;63;1.397;10;8;5
100;67;1.509;16;8;8
97;88;1.061;16;11;3
100;59;1.014;11;12;6
100;92;0.585;16;7;3
100;86;0.826;7;4;6
98;52;0.763;7;3;4
100;80;1.449;13;9;8
100;82;1.217;6;10;3
96;78;1.062;15;3;9
100;93;0.878;15;10;3
98;72;1.007;7;9;7
100;83;0.923;7;12;7
100;57;0.538;9;10;8
98;88;1.437;16;12;4
100;85;0.855;11;4;3
100;62;0.522;13;7;8
100;69;0.902;13;9;8
97;86;1.285;16;5;4
100;62;0.672;14;12;5
100;81;1.203;9;8;7
100;59;0.788;11;4;8
100;52;0.603;10;6;7
100;82;0.942;14;12;5
97;97;0.618;12;11;7
100;93;1.369;13;3;9
99;99;0.824;7;7;4
100;89;0.916;12;9;3
98;71;0.903;16;11;6
100;57;1.402;9;4;4
100;60;1.098;9;4;5
100;95;0.946;9;5;7
97;75;0.942;7;3;6
100;93;0.601;6;8;8
97;62;0.720;11;5;3
97;81;1.183;14;12;4
96;52;1.381;6;8;4
96;78;1.453;14;3;7
100;54;1.186;13;3;3
100;72;0.844;8;3;8
98;79;1.191;8;10;9
98;82;0.818;6;12;4
97;70;0.774;6;5;6
99;56;0.532;12;3;5
100;76;0.820;14;10;5
100;70;0.897;12;9;6
96;84;0.831;8;8;8
100;69;1.331;11;3;5
97;54;1.205;12;4;3
100;71;1.440;12;9;5
100;82;1.145;10;7;5
96;73;0.644;6;3;6
100;64;1.185;14;6;5
97;74;1.274;8;8;7
99;77;1.103;14;3;4
99;55;0.997;15;7;5
100;61;1.110;10;8;7
99;76;1.505;12;3;4
99;74;1.503;13;6;9
98;79;1.289;10;9;3
99;80;0.667;12;9;7
98;67;0.986;6;7;8
96;84;1.211;16;11;5
98;65;1.195;11;7;5
100;66;1.213;9;9;8
97;64;0.913;7;9;5
100;79;1.063;7;5;6
100;63;0.719;13;8;6
100;86;1.151;15;11;8
100;69;0.627;6;6;9
97;59;0.664;8;8;5
98;65;1.091;6;4;5
100;72;1.142;16;7;6
100;65;0.985;13;9;6
96;55;1.005;8;9;9
99;68;1.509;14;6;7
100;82;1.168;15;12;6
100;97;0.891;9;11;8
98;78;1.059;10;9;5
100;51;1.420;14;12;5
100;71;0.755;8;5;3
98;90;0.836;7;11;3
100;83;0.757;6;3;3
100;66;1.342;10;3;5
100;94;0.869;9;9;5
97;82;0.542;11;7;8
100;50;1.007;12;7;4
100;64;1.421;10;7;7
96;57;1.291;14;12;7
100;96;1.065;12;10;6
100;57;0.676;6;11;4
97;54;1.225;13;3;7
100;53;1.489;12;6;7
100;90;0.947;10;4;4
97;72;0.678;12;12;7
100;55;1.468;8;10;3
100;75;1.280;14;3;6
98;74;1.265;11;12;8
99;64;0.593;6;8;6
98;87;0.661;6;3;7
97;52;0.821;9;5;6
96;96;0.682;6;8;5
100;59;1.476;10;8;9
99;85;0.896;8;7;5
100;88;0.703;10;10;7
100;92;0.841;12;7;4
100;88;0.745;9;7;9
98;63;1.249;11;6;9
100;88;1.196;9;12;7
98;73;0.700;6;9;4
100;56;1.350;14;11;5
99;67;0.512;16;10;3
100;84;0.916;8;12;7
100;69;0.657;8;12;6
97;55;0.582;16;6;4
97;98;1.235;11;3;9
97;68;1.463;16;4;9
100;86;0.567;7;6;9
100;56;1.228;8;9;6
100;54;1.301;14;4;6
100;86;0.811;6;8;7
99;95;0.988;11;5;9
98;76;0.953;16;12;3
98;53;1.498;7;8;8
100;64;1.474;12;10;9
100;51;1.264;12;11;5
100;79;1.080;7;10;4
98;76;0.823;9;11;6
100;80;0.750;15;6;6
